PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Div4,b,1941,0,0.04131,0.03993,0.16,100000,3993,96658,6692594,66.93
Div4,b,1941,1,0.00437,0.00436,0.5,96007,419,95798,6595936,68.70
Div4,b,1941,2,0.00223,0.00223,0.5,95588,213,95482,6500139,68.00
Div4,b,1941,3,0.00138,0.00138,0.5,95375,132,95309,6404657,67.15
Div4,b,1941,4,0.00115,0.00115,0.5,95243,109,95189,6309348,66.24
Div4,b,1941,5,0.00102,0.00102,0.5,95134,97,95085,6214159,65.32
Div4,b,1941,6,0.00094,0.00094,0.5,95037,89,94992,6119074,64.39
Div4,b,1941,7,0.00089,0.00089,0.5,94947,84,94905,6024082,63.45
Div4,b,1941,8,0.00083,0.00083,0.5,94863,79,94824,5929177,62.50
Div4,b,1941,9,0.00077,0.00077,0.5,94785,73,94748,5834353,61.55
Div4,b,1941,10,0.00076,0.00076,0.5,94711,72,94676,5739605,60.60
Div4,b,1941,11,0.00078,0.00078,0.5,94640,74,94603,5644929,59.65
Div4,b,1941,12,0.00085,0.00085,0.5,94566,80,94526,5550327,58.69
Div4,b,1941,13,0.00094,0.00094,0.5,94486,89,94441,5455801,57.74
Div4,b,1941,14,0.00108,0.00108,0.5,94397,102,94346,5361360,56.80
Div4,b,1941,15,0.00126,0.00126,0.5,94295,119,94235,5267014,55.86
Div4,b,1941,16,0.00140,0.00139,0.5,94176,131,94110,5172779,54.93
Div4,b,1941,17,0.00149,0.00149,0.5,94045,140,93975,5078669,54.00
Div4,b,1941,18,0.00156,0.00156,0.5,93905,147,93831,4984694,53.08
Div4,b,1941,19,0.00159,0.00159,0.5,93758,149,93683,4890863,52.16
Div4,b,1941,20,0.00163,0.00163,0.5,93609,153,93532,4797180,51.25
Div4,b,1941,21,0.00171,0.00171,0.5,93456,160,93376,4703648,50.33
Div4,b,1941,22,0.00177,0.00176,0.5,93296,165,93214,4610272,49.42
Div4,b,1941,23,0.00183,0.00183,0.5,93131,170,93046,4517058,48.50
Div4,b,1941,24,0.00189,0.00188,0.5,92961,175,92874,4424012,47.59
Div4,b,1941,25,0.00192,0.00191,0.5,92786,178,92697,4331139,46.68
Div4,b,1941,26,0.00196,0.00195,0.5,92609,181,92518,4238441,45.77
Div4,b,1941,27,0.00202,0.00202,0.5,92428,187,92334,4145923,44.86
Div4,b,1941,28,0.00208,0.00208,0.5,92241,192,92145,4053589,43.95
Div4,b,1941,29,0.00213,0.00213,0.5,92049,196,91951,3961444,43.04
Div4,b,1941,30,0.00218,0.00218,0.5,91853,200,91753,3869493,42.13
Div4,b,1941,31,0.00224,0.00224,0.5,91653,205,91550,3777740,41.22
Div4,b,1941,32,0.00239,0.00239,0.5,91448,218,91338,3686190,40.31
Div4,b,1941,33,0.00252,0.00252,0.5,91229,230,91114,3594851,39.40
Div4,b,1941,34,0.00264,0.00263,0.5,91000,240,90880,3503737,38.50
Div4,b,1941,35,0.00281,0.00281,0.5,90760,255,90633,3412857,37.60
