PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Div9,f,1941,0,0.03368,0.03274,0.15,100000,3274,97209,6910541,69.11
Div9,f,1941,1,0.00332,0.00332,0.5,96726,321,96566,6813332,70.44
Div9,f,1941,2,0.00196,0.00196,0.5,96406,189,96311,6716766,69.67
Div9,f,1941,3,0.00141,0.00141,0.5,96217,136,96149,6620455,68.81
Div9,f,1941,4,0.00098,0.00098,0.5,96081,94,96034,6524306,67.90
Div9,f,1941,5,0.00086,0.00086,0.5,95987,83,95946,6428271,66.97
Div9,f,1941,6,0.00083,0.00083,0.5,95904,80,95864,6332326,66.03
Div9,f,1941,7,0.00080,0.00080,0.5,95824,77,95786,6236461,65.08
Div9,f,1941,8,0.00076,0.00076,0.5,95748,72,95711,6140675,64.13
Div9,f,1941,9,0.00069,0.00069,0.5,95675,66,95642,6044964,63.18
Div9,f,1941,10,0.00064,0.00064,0.5,95609,61,95578,5949321,62.23
Div9,f,1941,11,0.00063,0.00063,0.5,95548,60,95518,5853743,61.27
Div9,f,1941,12,0.00066,0.00066,0.5,95488,63,95456,5758226,60.30
Div9,f,1941,13,0.00071,0.00071,0.5,95425,68,95391,5662769,59.34
Div9,f,1941,14,0.00080,0.00080,0.5,95357,76,95319,5567378,58.38
Div9,f,1941,15,0.00092,0.00092,0.5,95281,87,95237,5472059,57.43
Div9,f,1941,16,0.00102,0.00102,0.5,95194,97,95145,5376822,56.48
Div9,f,1941,17,0.00112,0.00112,0.5,95097,106,95043,5281677,55.54
Div9,f,1941,18,0.00122,0.00122,0.5,94990,115,94933,5186634,54.60
Div9,f,1941,19,0.00127,0.00127,0.5,94875,121,94815,5091701,53.67
Div9,f,1941,20,0.00134,0.00134,0.5,94754,127,94691,4996886,52.74
Div9,f,1941,21,0.00147,0.00146,0.5,94627,139,94558,4902196,51.81
Div9,f,1941,22,0.00156,0.00156,0.5,94488,148,94415,4807638,50.88
Div9,f,1941,23,0.00166,0.00166,0.5,94341,157,94262,4713223,49.96
Div9,f,1941,24,0.00174,0.00174,0.5,94184,164,94102,4618961,49.04
Div9,f,1941,25,0.00180,0.00180,0.5,94020,169,93935,4524859,48.13
Div9,f,1941,26,0.00182,0.00182,0.5,93851,171,93765,4430924,47.21
Div9,f,1941,27,0.00185,0.00185,0.5,93680,173,93593,4337159,46.30
Div9,f,1941,28,0.00192,0.00192,0.5,93506,179,93417,4243566,45.38
Div9,f,1941,29,0.00196,0.00196,0.5,93327,183,93236,4150149,44.47
Div9,f,1941,30,0.00198,0.00198,0.5,93144,184,93052,4056913,43.56
Div9,f,1941,31,0.00202,0.00201,0.5,92960,187,92866,3963861,42.64
Div9,f,1941,32,0.00216,0.00216,0.5,92773,200,92673,3870995,41.73
Div9,f,1941,33,0.00230,0.00230,0.5,92573,213,92466,3778322,40.81
Div9,f,1941,34,0.00244,0.00244,0.5,92360,225,92247,3685856,39.91
Div9,f,1941,35,0.00267,0.00267,0.5,92134,246,92011,3593609,39.00
Div9,f,1941,36,0.00279,0.00279,0.5,91888,256,91760,3501598,38.11
Div9,f,1941,37,0.00302,0.00301,0.5,91632,276,91494,3409837,37.21
Div9,f,1941,38,0.00334,0.00334,0.5,91356,305,91204,3318343,36.32
Div9,f,1941,39,0.00346,0.00345,0.5,91051,314,90894,3227139,35.44
Div9,f,1941,40,0.00343,0.00343,0.5,90737,311,90582,3136245,34.56
Div9,f,1941,41,0.00354,0.00353,0.5,90426,319,90267,3045663,33.68
Div9,f,1941,42,0.00414,0.00413,0.5,90107,372,89921,2955396,32.80
Div9,f,1941,43,0.00456,0.00455,0.5,89735,408,89531,2865475,31.93
