PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Div9,m,1941-1944,0,0.04204,0.04061,0.16,100000,4061,96580,6258539,62.59
Div9,m,1941-1944,1,0.00393,0.00393,0.5,95939,377,95751,6161958,64.23
Div9,m,1941-1944,2,0.00245,0.00244,0.5,95563,233,95446,6066207,63.48
Div9,m,1941-1944,3,0.00178,0.00178,0.5,95329,169,95245,5970761,62.63
Div9,m,1941-1944,4,0.00153,0.00152,0.5,95160,145,95087,5875516,61.74
Div9,m,1941-1944,5,0.00138,0.00137,0.5,95015,131,94950,5780429,60.84
Div9,m,1941-1944,6,0.00126,0.00126,0.5,94884,120,94825,5685479,59.92
Div9,m,1941-1944,7,0.00117,0.00117,0.5,94765,111,94709,5590655,59.00
Div9,m,1941-1944,8,0.00109,0.00109,0.5,94654,103,94602,5495945,58.06
Div9,m,1941-1944,9,0.00102,0.00102,0.5,94550,96,94502,5401343,57.13
Div9,m,1941-1944,10,0.00096,0.00096,0.5,94454,91,94409,5306841,56.18
Div9,m,1941-1944,11,0.00095,0.00095,0.5,94363,90,94318,5212432,55.24
Div9,m,1941-1944,12,0.00101,0.00101,0.5,94273,95,94226,5118114,54.29
Div9,m,1941-1944,13,0.00112,0.00112,0.5,94178,106,94126,5023888,53.34
Div9,m,1941-1944,14,0.00130,0.00130,0.5,94073,123,94011,4929762,52.40
Div9,m,1941-1944,15,0.00154,0.00154,0.5,93950,145,93878,4835751,51.47
Div9,m,1941-1944,16,0.00180,0.00180,0.5,93806,169,93721,4741873,50.55
Div9,m,1941-1944,17,0.00208,0.00208,0.5,93637,195,93539,4648152,49.64
Div9,m,1941-1944,18,0.00239,0.00238,0.5,93442,223,93330,4554613,48.74
Div9,m,1941-1944,19,0.00270,0.00270,0.5,93219,252,93093,4461283,47.86
Div9,m,1941-1944,20,0.00302,0.00302,0.5,92967,280,92827,4368190,46.99
Div9,m,1941-1944,21,0.00326,0.00325,0.5,92687,301,92536,4275363,46.13
Div9,m,1941-1944,22,0.00337,0.00336,0.5,92385,311,92230,4182827,45.28
Div9,m,1941-1944,23,0.00340,0.00339,0.5,92075,312,91918,4090597,44.43
Div9,m,1941-1944,24,0.00333,0.00333,0.5,91762,305,91610,3998678,43.58
