PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Reg4,f,1941-1944,0,0.03714,0.03601,0.16,100000,3601,96964,6861330,68.61
Reg4,f,1941-1944,1-4,0.00253,0.01007,1.49,96399,971,383154,6764366,70.17
Reg4,f,1941-1944,5-9,0.00092,0.00457,2.29,95428,436,475957,6381212,66.87
Reg4,f,1941-1944,10-14,0.00077,0.00386,2.63,94992,367,474093,5905255,62.17
Reg4,f,1941-1944,15-19,0.00127,0.00632,2.66,94625,598,471725,5431162,57.40
Reg4,f,1941-1944,20-24,0.00166,0.00827,2.57,94027,777,468250,4959438,52.74
Reg4,f,1941-1944,25-29,0.00188,0.00933,2.54,93250,870,464110,4491188,48.16
Reg4,f,1941-1944,30-34,0.00231,0.01149,2.61,92380,1061,459366,4027078,43.59
Reg4,f,1941-1944,35-39,0.00316,0.01568,2.61,91319,1432,453173,3567713,39.07
Reg4,f,1941-1944,40-44,0.00407,0.02017,2.61,89887,1813,445103,3114540,34.65
Reg4,f,1941-1944,45-49,0.00592,0.02918,2.62,88074,2570,434247,2669437,30.31
Reg4,f,1941-1944,50-54,0.00817,0.04007,2.62,85504,3426,419357,2235190,26.14
Reg4,f,1941-1944,55-59,0.01167,0.05675,2.62,82078,4658,399296,1815832,22.12
Reg4,f,1941-1944,60-64,0.01770,0.08494,2.65,77420,6576,371640,1416536,18.30
Reg4,f,1941-1944,65-69,0.02769,0.12991,2.63,70843,9204,332379,1044897,14.75
Reg4,f,1941-1944,70-74,0.04551,0.20517,2.6,61640,12647,277893,712518,11.56
Reg4,f,1941-1944,75-79,0.07337,0.31061,2.53,48993,15218,207420,434625,8.87
Reg4,f,1941-1944,80-84,0.10972,0.42918,2.46,33775,14495,132115,227205,6.73
Reg4,f,1941-1944,85-89,0.17211,0.59050,2.34,19280,11385,66146,95090,4.93
Reg4,f,1941-1944,90-94,0.24898,0.72095,2.08,7895,5692,22861,28943,3.67
Reg4,f,1941-1944,95-99,0.34705,0.84030,1.93,2203,1851,5334,6082,2.76
Reg4,f,1941-1944,100-104,0.46203,0.91539,1.7,352,322,697,748,2.13
Reg4,f,1941-1944,105-109,0.58168,0.95652,1.49,30,28,49,51,1.71
Reg4,f,1941-1944,110+,0.67665,1.00000,1.48,1,1,2,2,1.48
Reg4,f,1945-1949,0,0.03007,0.02931,0.14,100000,2931,97471,7078201,70.78
Reg4,f,1945-1949,1-4,0.00164,0.00652,1.56,97069,633,386735,6980730,71.91
Reg4,f,1945-1949,5-9,0.00067,0.00337,2.3,96437,325,481309,6593995,68.38
Reg4,f,1945-1949,10-14,0.00061,0.00302,2.68,96112,291,479886,6112687,63.60
Reg4,f,1945-1949,15-19,0.00105,0.00525,2.66,95821,503,477930,5632800,58.78
Reg4,f,1945-1949,20-24,0.00131,0.00654,2.53,95318,623,475051,5154870,54.08
Reg4,f,1945-1949,25-29,0.00146,0.00728,2.57,94695,690,471796,4679819,49.42
Reg4,f,1945-1949,30-34,0.00186,0.00924,2.62,94005,868,467960,4208023,44.76
Reg4,f,1945-1949,35-39,0.00268,0.01330,2.63,93137,1239,462747,3740062,40.16
Reg4,f,1945-1949,40-44,0.00368,0.01826,2.64,91898,1678,455521,3277316,35.66
Reg4,f,1945-1949,45-49,0.00522,0.02579,2.63,90220,2327,445583,2821795,31.28
Reg4,f,1945-1949,50-54,0.00737,0.03621,2.61,87893,3183,431862,2376211,27.04
Reg4,f,1945-1949,55-59,0.01054,0.05141,2.64,84710,4355,413263,1944350,22.95
Reg4,f,1945-1949,60-64,0.01552,0.07484,2.63,80356,6014,387510,1531087,19.05
Reg4,f,1945-1949,65-69,0.02518,0.11889,2.65,74342,8838,350970,1143577,15.38
Reg4,f,1945-1949,70-74,0.04126,0.18787,2.62,65503,12306,298262,792607,12.10
