PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Reg4,m,1941,0,0.05119,0.04913,0.18,100000,4913,95983,6216077,62.16
Reg4,m,1941,1-4,0.00309,0.01225,1.42,95087,1165,377343,6120094,64.36
Reg4,m,1941,5-9,0.00119,0.00593,2.37,93922,557,468144,5742751,61.14
Reg4,m,1941,10-14,0.00116,0.00579,2.69,93365,541,465574,5274607,56.49
Reg4,m,1941,15-19,0.00206,0.01024,2.67,92824,950,461909,4809033,51.81
Reg4,m,1941,20-24,0.00279,0.01388,2.56,91874,1275,456262,4347124,47.32
Reg4,m,1941,25-29,0.00283,0.01406,2.5,90599,1274,449809,3890861,42.95
Reg4,m,1941,30-34,0.00333,0.01650,2.63,89325,1474,443134,3441052,38.52
Reg4,m,1941,35-39,0.00481,0.02379,2.63,87851,2090,434298,2997918,34.12
Reg4,m,1941,40-44,0.00643,0.03170,2.68,85762,2719,422514,2563620,29.89
Reg4,m,1941,45-49,0.01012,0.04940,2.63,83043,4102,405500,2141107,25.78
Reg4,m,1941,50-54,0.01436,0.06941,2.61,78941,5479,381632,1735607,21.99
Reg4,m,1941,55-59,0.02051,0.09775,2.62,73462,7181,350198,1353975,18.43
Reg4,m,1941,60-64,0.03063,0.14272,2.61,66281,9460,308788,1003777,15.14
Reg4,m,1941,65-69,0.04454,0.20122,2.6,56821,11433,256691,694989,12.23
Reg4,m,1941,70-74,0.06620,0.28430,2.52,45388,12904,194930,438298,9.66
Reg4,m,1941,75-79,0.09742,0.39175,2.5,32484,12726,130635,243367,7.49
Reg4,m,1941,80-84,0.14404,0.52399,2.4,19758,10353,71877,112732,5.71
Reg4,m,1941,85-89,0.20819,0.65739,2.2,9405,6183,29699,40855,4.34
Reg4,m,1941,90-94,0.26833,0.74680,2.03,3222,2406,8968,11156,3.46
Reg4,m,1941,95-99,0.36031,0.84920,1.89,816,693,1923,2188,2.68
Reg4,m,1941,100-104,0.45634,0.91084,1.7,123,112,246,265,2.16
Reg4,m,1941,105-109,0.55597,0.94858,1.53,11,10,19,20,1.79
Reg4,m,1941,110+,0.63600,1.00000,1.57,1,1,1,1,1.57
Reg4,m,1942,0,0.04986,0.04790,0.18,100000,4790,96067,6199106,61.99
Reg4,m,1942,1-4,0.00307,0.01220,1.49,95210,1162,377929,6103039,64.10
Reg4,m,1942,5-9,0.00125,0.00622,2.4,94049,585,468721,5725110,60.87
Reg4,m,1942,10-14,0.00110,0.00548,2.63,93464,512,466104,5256389,56.24
Reg4,m,1942,15-19,0.00202,0.01006,2.75,92952,935,462654,4790285,51.54
Reg4,m,1942,20-24,0.00309,0.01531,2.56,92016,1409,456645,4327631,47.03
Reg4,m,1942,25-29,0.00289,0.01432,2.47,90607,1298,449755,3870985,42.72
Reg4,m,1942,30-34,0.00345,0.01712,2.62,89309,1529,442913,3421230,38.31
Reg4,m,1942,35-39,0.00489,0.02418,2.65,87780,2123,433919,2978318,33.93
Reg4,m,1942,40-44,0.00703,0.03457,2.66,85658,2961,421351,2544399,29.70
Reg4,m,1942,45-49,0.01036,0.05058,2.63,82697,4183,403586,2123048,25.67
Reg4,m,1942,50-54,0.01504,0.07261,2.63,78514,5701,379034,1719462,21.90
