PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Reg4,m,1941-1944,0,0.04861,0.04673,0.18,100000,4673,96147,6213976,62.14
Reg4,m,1941-1944,1-4,0.00298,0.01183,1.5,95327,1128,378489,6117829,64.18
Reg4,m,1941-1944,5-9,0.00124,0.00619,2.36,94199,583,469457,5739340,60.93
Reg4,m,1941-1944,10-14,0.00119,0.00594,2.65,93616,557,466771,5269883,56.29
Reg4,m,1941-1944,15-19,0.00222,0.01103,2.77,93060,1027,463005,4803112,51.61
Reg4,m,1941-1944,20-24,0.00348,0.01725,2.54,92033,1587,456258,4340107,47.16
Reg4,m,1941-1944,25-29,0.00300,0.01488,2.42,90446,1346,448753,3883849,42.94
Reg4,m,1941-1944,30-34,0.00326,0.01616,2.61,89100,1440,442060,3435096,38.55
Reg4,m,1941-1944,35-39,0.00473,0.02339,2.65,87660,2051,433476,2993036,34.14
Reg4,m,1941-1944,40-44,0.00669,0.03291,2.63,85609,2818,421367,2559560,29.90
Reg4,m,1941-1944,45-49,0.01003,0.04901,2.63,82792,4057,404342,2138193,25.83
Reg4,m,1941-1944,50-54,0.01454,0.07027,2.62,78734,5532,380480,1733851,22.02
Reg4,m,1941-1944,55-59,0.02084,0.09925,2.6,73202,7265,348549,1353371,18.49
Reg4,m,1941-1944,60-64,0.03035,0.14142,2.6,65937,9325,307292,1004822,15.24
Reg4,m,1941-1944,65-69,0.04390,0.19831,2.57,56612,11227,255760,697531,12.32
Reg4,m,1941-1944,70-74,0.06570,0.28238,2.51,45385,12816,195053,441771,9.73
Reg4,m,1941-1944,75-79,0.09491,0.38265,2.47,32569,12463,131308,246717,7.58
Reg4,m,1941-1944,80-84,0.14167,0.51706,2.39,20107,10396,73382,115410,5.74
Reg4,m,1941-1944,85-89,0.20694,0.65774,2.23,9710,6387,30863,42028,4.33
Reg4,m,1941-1944,90-94,0.27791,0.75739,2,3323,2517,9057,11165,3.36
Reg4,m,1941-1944,95-99,0.37016,0.85764,1.87,806,692,1868,2108,2.61
Reg4,m,1941-1944,100-104,0.47193,0.91860,1.68,115,105,223,240,2.09
Reg4,m,1941-1944,105-109,0.57643,0.95438,1.5,9,9,15,16,1.72
Reg4,m,1941-1944,110+,0.65967,1.00000,1.52,0,0,1,1,1.52
Reg4,m,1945-1949,0,0.03969,0.03839,0.15,100000,3839,96742,6422586,64.23
Reg4,m,1945-1949,1-4,0.00198,0.00790,1.6,96161,760,382818,6325844,65.78
Reg4,m,1945-1949,5-9,0.00099,0.00493,2.38,95401,471,475773,5943026,62.30
Reg4,m,1945-1949,10-14,0.00100,0.00499,2.7,94930,474,473560,5467253,57.59
Reg4,m,1945-1949,15-19,0.00180,0.00895,2.7,94457,845,470336,4993692,52.87
Reg4,m,1945-1949,20-24,0.00244,0.01215,2.52,93612,1137,465236,4523356,48.32
Reg4,m,1945-1949,25-29,0.00239,0.01189,2.51,92474,1100,459636,4058120,43.88
Reg4,m,1945-1949,30-34,0.00280,0.01389,2.59,91374,1269,453808,3598484,39.38
Reg4,m,1945-1949,35-39,0.00390,0.01930,2.66,90105,1739,446454,3144676,34.90
Reg4,m,1945-1949,40-44,0.00617,0.03040,2.67,88365,2686,435571,2698222,30.53
Reg4,m,1945-1949,45-49,0.00927,0.04534,2.65,85679,3885,419252,2262652,26.41
Reg4,m,1945-1949,50-54,0.01394,0.06746,2.62,81795,5518,395834,1843399,22.54
Reg4,m,1945-1949,55-59,0.02009,0.09586,2.61,76277,7312,363887,1447565,18.98
Reg4,m,1945-1949,60-64,0.02853,0.13346,2.58,68966,9204,322573,1083678,15.71
Reg4,m,1945-1949,65-69,0.04224,0.19154,2.57,59762,11447,270975,761106,12.74
Reg4,m,1945-1949,70-74,0.06059,0.26364,2.54,48315,12738,210240,490131,10.14
Reg4,m,1945-1949,75-79,0.09182,0.37253,2.47,35577,13253,144336,279891,7.87
Reg4,m,1945-1949,80-84,0.12895,0.48305,2.4,22324,10783,83627,135554,6.07
Reg4,m,1945-1949,85-89,0.19501,0.63669,2.27,11540,7347,37678,51928,4.50
Reg4,m,1945-1949,90-94,0.27363,0.75809,2.06,4193,3178,11616,14250,3.40
Reg4,m,1945-1949,95-99,0.37203,0.86015,1.87,1014,872,2345,2634,2.60
Reg4,m,1945-1949,100-104,0.48333,0.92434,1.66,142,131,271,289,2.04
Reg4,m,1945-1949,105-109,0.59681,0.95974,1.47,11,10,17,18,1.67
Reg4,m,1945-1949,110+,0.68617,1.00000,1.46,0,0,1,1,1.46
Reg4,m,1950-1954,0,0.03218,0.03131,0.13,100000,3131,97280,6625239,66.25
Reg4,m,1950-1954,1-4,0.00148,0.00590,1.58,96869,571,386092,6527958,67.39
Reg4,m,1950-1954,5-9,0.00068,0.00338,2.4,96298,326,480641,6141866,63.78
Reg4,m,1950-1954,10-14,0.00071,0.00353,2.73,95972,339,479091,5661225,58.99
Reg4,m,1950-1954,15-19,0.00149,0.00743,2.73,95633,711,476551,5182134,54.19
Reg4,m,1950-1954,20-24,0.00200,0.00995,2.53,94922,944,472282,4705583,49.57
Reg4,m,1950-1954,25-29,0.00203,0.01011,2.49,93978,950,467507,4233301,45.05
Reg4,m,1950-1954,30-34,0.00227,0.01126,2.6,93028,1048,462621,3765794,40.48
Reg4,m,1950-1954,35-39,0.00312,0.01548,2.65,91980,1423,456557,3303173,35.91
Reg4,m,1950-1954,40-44,0.00498,0.02460,2.69,90557,2227,447641,2846616,31.43
Reg4,m,1950-1954,45-49,0.00820,0.04023,2.67,88329,3553,433381,2398975,27.16
Reg4,m,1950-1954,50-54,0.01253,0.06085,2.64,84776,5159,411717,1965594,23.19
Reg4,m,1950-1954,55-59,0.01859,0.08899,2.6,79617,7085,381098,1553877,19.52
Reg4,m,1950-1954,60-64,0.02709,0.12721,2.61,72532,9227,340604,1172779,16.17
Reg4,m,1950-1954,65-69,0.04011,0.18275,2.57,63305,11569,288434,832175,13.15
Reg4,m,1950-1954,70-74,0.05833,0.25491,2.53,51736,13188,226106,543741,10.51
Reg4,m,1950-1954,75-79,0.08392,0.34654,2.49,38548,13358,159173,317635,8.24
Reg4,m,1950-1954,80-84,0.12380,0.46882,2.41,25190,11809,95393,158462,6.29
Reg4,m,1950-1954,85-89,0.18367,0.61293,2.29,13380,8201,44652,63070,4.71
Reg4,m,1950-1954,90-94,0.26037,0.74152,2.1,5179,3840,14750,18418,3.56
Reg4,m,1950-1954,95-99,0.35089,0.84253,1.92,1339,1128,3214,3668,2.74
Reg4,m,1950-1954,100-104,0.45687,0.91207,1.71,211,192,421,453,2.15
Reg4,m,1950-1954,105-109,0.56725,0.95233,1.51,19,18,31,32,1.75
Reg4,m,1950-1954,110+,0.65555,1.00000,1.53,1,1,1,1,1.53
Reg4,m,1955-1959,0,0.02993,0.02917,0.13,100000,2917,97449,6718363,67.18
Reg4,m,1955-1959,1-4,0.00119,0.00474,1.59,97083,460,387224,6620915,68.20
Reg4,m,1955-1959,5-9,0.00056,0.00281,2.33,96623,271,482391,6233690,64.52
Reg4,m,1955-1959,10-14,0.00058,0.00290,2.78,96352,279,481138,5751299,59.69
Reg4,m,1955-1959,15-19,0.00141,0.00702,2.77,96072,675,478855,5270162,54.86
Reg4,m,1955-1959,20-24,0.00194,0.00966,2.49,95398,921,474679,4791306,50.22
Reg4,m,1955-1959,25-29,0.00178,0.00888,2.5,94476,839,470283,4316627,45.69
Reg4,m,1955-1959,30-34,0.00203,0.01010,2.57,93638,945,465891,3846344,41.08
Reg4,m,1955-1959,35-39,0.00275,0.01367,2.67,92692,1267,460505,3380454,36.47
Reg4,m,1955-1959,40-44,0.00438,0.02168,2.68,91426,1982,452521,2919949,31.94
Reg4,m,1955-1959,45-49,0.00726,0.03568,2.7,89443,3191,439861,2467428,27.59
Reg4,m,1955-1959,50-54,0.01172,0.05705,2.66,86252,4920,419731,2027567,23.51
Reg4,m,1955-1959,55-59,0.01762,0.08458,2.64,81331,6879,390435,1607836,19.77
Reg4,m,1955-1959,60-64,0.02615,0.12305,2.6,74452,9161,350300,1217401,16.35
Reg4,m,1955-1959,65-69,0.03888,0.17765,2.57,65291,11599,298304,867101,13.28
Reg4,m,1955-1959,70-74,0.05610,0.24658,2.55,53692,13239,235987,568796,10.59
Reg4,m,1955-1959,75-79,0.08460,0.34912,2.5,40453,14123,166936,332809,8.23
Reg4,m,1955-1959,80-84,0.12176,0.46369,2.43,26330,12209,100272,165873,6.30
Reg4,m,1955-1959,85-89,0.18709,0.62076,2.29,14121,8766,46853,65602,4.65
Reg4,m,1955-1959,90-94,0.26344,0.74526,2.09,5355,3991,15150,18748,3.50
Reg4,m,1955-1959,95-99,0.36545,0.85533,1.89,1364,1167,3193,3598,2.64
Reg4,m,1955-1959,100-104,0.47917,0.92282,1.67,197,182,380,406,2.05
Reg4,m,1955-1959,105-109,0.59562,0.95962,1.47,15,15,25,25,1.67
Reg4,m,1955-1959,110+,0.68733,1.00000,1.45,1,1,1,1,1.45
Reg4,m,1960-1964,0,0.02751,0.02686,0.12,100000,2686,97633,6746802,67.47
Reg4,m,1960-1964,1-4,0.00112,0.00448,1.62,97314,436,388215,6649169,68.33
Reg4,m,1960-1964,5-9,0.00051,0.00255,2.33,96878,247,483730,6260953,64.63
Reg4,m,1960-1964,10-14,0.00050,0.00248,2.72,96631,240,482608,5777223,59.79
Reg4,m,1960-1964,15-19,0.00134,0.00666,2.86,96391,642,480581,5294615,54.93
Reg4,m,1960-1964,20-24,0.00190,0.00943,2.46,95749,903,476450,4814033,50.28
Reg4,m,1960-1964,25-29,0.00178,0.00884,2.52,94846,838,472150,4337584,45.73
Reg4,m,1960-1964,30-34,0.00200,0.00998,2.61,94008,938,467796,3865434,41.12
Reg4,m,1960-1964,35-39,0.00280,0.01390,2.67,93070,1294,462332,3397638,36.51
Reg4,m,1960-1964,40-44,0.00435,0.02155,2.7,91776,1977,454334,2935306,31.98
Reg4,m,1960-1964,45-49,0.00709,0.03488,2.68,89799,3132,441740,2480972,27.63
Reg4,m,1960-1964,50-54,0.01146,0.05580,2.66,86667,4836,422031,2039232,23.53
Reg4,m,1960-1964,55-59,0.01767,0.08481,2.63,81830,6940,392683,1617201,19.76
Reg4,m,1960-1964,60-64,0.02633,0.12387,2.62,74890,9277,352359,1224518,16.35
Reg4,m,1960-1964,65-69,0.03926,0.17908,2.55,65614,11750,299311,872159,13.29
Reg4,m,1960-1964,70-74,0.05620,0.24696,2.55,53864,13302,236706,572848,10.64
Reg4,m,1960-1964,75-79,0.08130,0.33748,2.48,40561,13689,168368,336142,8.29
Reg4,m,1960-1964,80-84,0.12379,0.46932,2.42,26873,12612,101882,167774,6.24
Reg4,m,1960-1964,85-89,0.18750,0.62107,2.28,14261,8857,47238,65892,4.62
Reg4,m,1960-1964,90-94,0.26817,0.75267,2.09,5404,4067,15167,18654,3.45
Reg4,m,1960-1964,95-99,0.36992,0.85889,1.88,1337,1148,3103,3487,2.61
Reg4,m,1960-1964,100-104,0.48438,0.92505,1.66,189,174,360,384,2.03
Reg4,m,1960-1964,105-109,0.60105,0.96085,1.46,14,14,23,23,1.66
Reg4,m,1960-1964,110+,0.69263,1.00000,1.44,1,1,1,1,1.44
Reg4,m,1965-1969,0,0.02388,0.02339,0.11,100000,2339,97917,6775830,67.76
Reg4,m,1965-1969,1-4,0.00104,0.00414,1.64,97661,404,389691,6677914,68.38
Reg4,m,1965-1969,5-9,0.00048,0.00242,2.32,97258,235,485658,6288223,64.66
Reg4,m,1965-1969,10-14,0.00049,0.00247,2.81,97022,240,484585,5802565,59.81
Reg4,m,1965-1969,15-19,0.00152,0.00756,2.86,96783,731,482345,5317980,54.95
Reg4,m,1965-1969,20-24,0.00204,0.01016,2.48,96051,976,477793,4835635,50.34
Reg4,m,1965-1969,25-29,0.00192,0.00955,2.5,95075,908,473105,4357843,45.84
Reg4,m,1965-1969,30-34,0.00211,0.01048,2.57,94167,987,468439,3884738,41.25
Reg4,m,1965-1969,35-39,0.00282,0.01400,2.65,93180,1304,462833,3416299,36.66
Reg4,m,1965-1969,40-44,0.00438,0.02168,2.68,91875,1991,454752,2953466,32.15
Reg4,m,1965-1969,45-49,0.00680,0.03345,2.68,89884,3007,442442,2498714,27.80
Reg4,m,1965-1969,50-54,0.01101,0.05368,2.66,86877,4663,423494,2056272,23.67
Reg4,m,1965-1969,55-59,0.01734,0.08329,2.64,82214,6848,394932,1632778,19.86
Reg4,m,1965-1969,60-64,0.02631,0.12377,2.6,75366,9328,354468,1237846,16.42
Reg4,m,1965-1969,65-69,0.03843,0.17576,2.57,66038,11607,302015,883378,13.38
Reg4,m,1965-1969,70-74,0.05646,0.24776,2.53,54431,13486,238877,581362,10.68
Reg4,m,1965-1969,75-79,0.08115,0.33684,2.48,40945,13792,169962,342485,8.36
Reg4,m,1965-1969,80-84,0.12100,0.46155,2.43,27153,12533,103573,172523,6.35
Reg4,m,1965-1969,85-89,0.18210,0.60958,2.29,14621,8912,48944,68949,4.72
Reg4,m,1965-1969,90-94,0.26446,0.74907,2.11,5708,4276,16168,20006,3.50
