PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Div8,m,1941-1944,0,0.06293,0.05997,0.21,100000,5997,95286,6138332,61.38
Div8,m,1941-1944,1,0.00805,0.00802,0.5,94003,754,93627,6043046,64.29
Div8,m,1941-1944,2,0.00389,0.00388,0.5,93250,362,93069,5949419,63.80
Div8,m,1941-1944,3,0.00252,0.00251,0.5,92888,233,92771,5856350,63.05
Div8,m,1941-1944,4,0.00187,0.00187,0.5,92655,173,92568,5763579,62.20
Div8,m,1941-1944,5,0.00155,0.00155,0.5,92481,143,92410,5671011,61.32
Div8,m,1941-1944,6,0.00139,0.00139,0.5,92338,128,92274,5578601,60.41
Div8,m,1941-1944,7,0.00129,0.00129,0.5,92210,119,92151,5486327,59.50
Div8,m,1941-1944,8,0.00125,0.00125,0.5,92091,115,92034,5394176,58.57
Div8,m,1941-1944,9,0.00124,0.00123,0.5,91976,114,91919,5302143,57.65
Div8,m,1941-1944,10,0.00126,0.00126,0.5,91863,116,91805,5210223,56.72
Div8,m,1941-1944,11,0.00131,0.00131,0.5,91747,120,91687,5118418,55.79
Div8,m,1941-1944,12,0.00139,0.00139,0.5,91627,127,91563,5026731,54.86
Div8,m,1941-1944,13,0.00151,0.00151,0.5,91500,138,91431,4935168,53.94
Div8,m,1941-1944,14,0.00166,0.00166,0.5,91362,152,91286,4843738,53.02
Div8,m,1941-1944,15,0.00186,0.00186,0.5,91210,170,91125,4752452,52.10
Div8,m,1941-1944,16,0.00211,0.00211,0.5,91040,192,90944,4661327,51.20
Div8,m,1941-1944,17,0.00242,0.00241,0.5,90848,219,90739,4570383,50.31
Div8,m,1941-1944,18,0.00277,0.00276,0.5,90629,250,90504,4479644,49.43
Div8,m,1941-1944,19,0.00317,0.00316,0.5,90378,286,90235,4389141,48.56
Div8,m,1941-1944,20,0.00360,0.00360,0.5,90093,324,89931,4298905,47.72
Div8,m,1941-1944,21,0.00394,0.00394,0.5,89769,353,89592,4208975,46.89
Div8,m,1941-1944,22,0.00412,0.00411,0.5,89415,368,89231,4119383,46.07
Div8,m,1941-1944,23,0.00415,0.00414,0.5,89047,368,88863,4030151,45.26
Div8,m,1941-1944,24,0.00399,0.00398,0.5,88679,353,88502,3941288,44.44
Div8,m,1941-1944,25,0.00367,0.00366,0.5,88326,324,88164,3852786,43.62
Div8,m,1941-1944,26,0.00338,0.00338,0.5,88002,297,87853,3764622,42.78
Div8,m,1941-1944,27,0.00318,0.00317,0.5,87705,278,87566,3676769,41.92
Div8,m,1941-1944,28,0.00306,0.00306,0.5,87426,268,87293,3589203,41.05
Div8,m,1941-1944,29,0.00305,0.00304,0.5,87159,265,87026,3501910,40.18
Div8,m,1941-1944,30,0.00312,0.00312,0.5,86894,271,86758,3414884,39.30
Div8,m,1941-1944,31,0.00322,0.00321,0.5,86623,278,86483,3328126,38.42
Div8,m,1941-1944,32,0.00335,0.00335,0.5,86344,289,86200,3241642,37.54
Div8,m,1941-1944,33,0.00352,0.00352,0.5,86055,303,85904,3155443,36.67
Div8,m,1941-1944,34,0.00372,0.00371,0.5,85753,319,85594,3069538,35.80
Div8,m,1941-1944,35,0.00396,0.00395,0.5,85434,338,85265,2983945,34.93
Div8,m,1941-1944,36,0.00419,0.00418,0.5,85097,355,84919,2898679,34.06
Div8,m,1941-1944,37,0.00445,0.00444,0.5,84741,377,84553,2813761,33.20
Div8,m,1941-1944,38,0.00481,0.00480,0.5,84365,405,84162,2729208,32.35
Div8,m,1941-1944,39,0.00515,0.00514,0.5,83960,431,83744,2645046,31.50
Div8,m,1941-1944,40,0.00544,0.00543,0.5,83529,453,83302,2561301,30.66
Div8,m,1941-1944,41,0.00572,0.00571,0.5,83075,474,82838,2477999,29.83
Div8,m,1941-1944,42,0.00612,0.00610,0.5,82601,504,82349,2395161,29.00
Div8,m,1941-1944,43,0.00662,0.00660,0.5,82097,541,81826,2312812,28.17
Div8,m,1941-1944,44,0.00724,0.00722,0.5,81556,589,81261,2230985,27.36
Div8,m,1941-1944,45,0.00804,0.00801,0.5,80967,648,80643,2149724,26.55
Div8,m,1941-1944,46,0.00861,0.00858,0.5,80319,689,79975,2069081,25.76
Div8,m,1941-1944,47,0.00919,0.00915,0.5,79630,729,79266,1989106,24.98
Div8,m,1941-1944,48,0.00993,0.00988,0.5,78902,780,78512,1909840,24.21
Div8,m,1941-1944,49,0.01063,0.01058,0.5,78122,826,77709,1831329,23.44
Div8,m,1941-1944,50,0.01142,0.01135,0.5,77296,878,76857,1753620,22.69
Div8,m,1941-1944,51,0.01216,0.01209,0.5,76418,924,75956,1676763,21.94
Div8,m,1941-1944,52,0.01306,0.01297,0.5,75494,979,75005,1600807,21.20
Div8,m,1941-1944,53,0.01412,0.01402,0.5,74515,1045,73992,1525803,20.48
Div8,m,1941-1944,54,0.01520,0.01508,0.5,73470,1108,72916,1451810,19.76
Div8,m,1941-1944,55,0.01643,0.01630,0.5,72362,1179,71772,1378894,19.06
Div8,m,1941-1944,56,0.01752,0.01737,0.5,71183,1236,70564,1307122,18.36
Div8,m,1941-1944,57,0.01867,0.01849,0.5,69946,1294,69299,1236558,17.68
Div8,m,1941-1944,58,0.02015,0.01995,0.5,68653,1370,67968,1167258,17.00
Div8,m,1941-1944,59,0.02176,0.02153,0.5,67283,1448,66559,1099291,16.34
Div8,m,1941-1944,60,0.02360,0.02332,0.5,65834,1536,65067,1032732,15.69
Div8,m,1941-1944,61,0.02550,0.02518,0.5,64299,1619,63489,967666,15.05
Div8,m,1941-1944,62,0.02775,0.02737,0.5,62680,1715,61822,904176,14.43
Div8,m,1941-1944,63,0.03039,0.02994,0.5,60965,1825,60052,842354,13.82
Div8,m,1941-1944,64,0.03276,0.03223,0.5,59140,1906,58186,782302,13.23
Div8,m,1941-1944,65,0.03518,0.03457,0.5,57233,1979,56244,724115,12.65
Div8,m,1941-1944,66,0.03712,0.03645,0.5,55254,2014,54248,667871,12.09
Div8,m,1941-1944,67,0.03977,0.03900,0.5,53241,2076,52203,613624,11.53
