PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Div8,f,1941-1949,0,0.04343,0.04193,0.17,100000,4193,96539,6882517,68.83
Div8,f,1941-1949,1,0.00559,0.00557,0.5,95807,534,95540,6785977,70.83
Div8,f,1941-1949,2,0.00254,0.00254,0.5,95274,242,95153,6690437,70.22
Div8,f,1941-1949,3,0.00178,0.00178,0.5,95032,169,94947,6595284,69.40
Div8,f,1941-1949,4,0.00124,0.00124,0.5,94862,117,94804,6500337,68.52
Div8,f,1941-1949,5,0.00100,0.00100,0.5,94745,95,94698,6405533,67.61
Div8,f,1941-1949,6,0.00093,0.00093,0.5,94650,88,94606,6310835,66.68
Div8,f,1941-1949,7,0.00087,0.00087,0.5,94562,82,94521,6216229,65.74
Div8,f,1941-1949,8,0.00082,0.00082,0.5,94480,78,94441,6121708,64.79
Div8,f,1941-1949,9,0.00078,0.00078,0.5,94402,74,94365,6027267,63.85
Div8,f,1941-1949,10,0.00076,0.00076,0.5,94328,72,94292,5932901,62.90
Div8,f,1941-1949,11,0.00077,0.00077,0.5,94257,72,94221,5838609,61.94
Div8,f,1941-1949,12,0.00081,0.00081,0.5,94184,76,94146,5744388,60.99
Div8,f,1941-1949,13,0.00088,0.00088,0.5,94108,83,94067,5650242,60.04
Div8,f,1941-1949,14,0.00100,0.00100,0.5,94025,94,93978,5556175,59.09
Div8,f,1941-1949,15,0.00113,0.00113,0.5,93932,106,93878,5462197,58.15
Div8,f,1941-1949,16,0.00126,0.00126,0.5,93825,118,93766,5368319,57.22
Div8,f,1941-1949,17,0.00137,0.00137,0.5,93707,128,93643,5274553,56.29
Div8,f,1941-1949,18,0.00146,0.00146,0.5,93579,137,93510,5180910,55.36
Div8,f,1941-1949,19,0.00155,0.00154,0.5,93442,144,93369,5087400,54.44
Div8,f,1941-1949,20,0.00162,0.00161,0.5,93297,151,93222,4994030,53.53
Div8,f,1941-1949,21,0.00167,0.00167,0.5,93147,156,93069,4900808,52.61
Div8,f,1941-1949,22,0.00171,0.00171,0.5,92991,159,92912,4807739,51.70
Div8,f,1941-1949,23,0.00173,0.00173,0.5,92832,161,92752,4714828,50.79
Div8,f,1941-1949,24,0.00174,0.00174,0.5,92672,161,92591,4622076,49.88
Div8,f,1941-1949,25,0.00174,0.00174,0.5,92511,161,92430,4529484,48.96
Div8,f,1941-1949,26,0.00176,0.00176,0.5,92349,162,92268,4437055,48.05
Div8,f,1941-1949,27,0.00178,0.00178,0.5,92187,164,92105,4344786,47.13
Div8,f,1941-1949,28,0.00183,0.00183,0.5,92023,168,91939,4252681,46.21
Div8,f,1941-1949,29,0.00190,0.00190,0.5,91855,174,91768,4160742,45.30
Div8,f,1941-1949,30,0.00198,0.00198,0.5,91681,181,91590,4068974,44.38
Div8,f,1941-1949,31,0.00207,0.00207,0.5,91500,189,91405,3977384,43.47
Div8,f,1941-1949,32,0.00219,0.00219,0.5,91310,200,91210,3885979,42.56
Div8,f,1941-1949,33,0.00234,0.00234,0.5,91110,213,91004,3794769,41.65
Div8,f,1941-1949,34,0.00251,0.00251,0.5,90897,228,90783,3703765,40.75
Div8,f,1941-1949,35,0.00271,0.00271,0.5,90669,246,90546,3612982,39.85
Div8,f,1941-1949,36,0.00290,0.00290,0.5,90423,262,90292,3522436,38.95
Div8,f,1941-1949,37,0.00308,0.00307,0.5,90161,277,90023,3432144,38.07
Div8,f,1941-1949,38,0.00325,0.00324,0.5,89884,291,89739,3342121,37.18
Div8,f,1941-1949,39,0.00341,0.00340,0.5,89593,305,89441,3252383,36.30
Div8,f,1941-1949,40,0.00353,0.00353,0.5,89288,315,89131,3162942,35.42
Div8,f,1941-1949,41,0.00365,0.00364,0.5,88973,324,88811,3073811,34.55
Div8,f,1941-1949,42,0.00385,0.00384,0.5,88649,340,88479,2985000,33.67
Div8,f,1941-1949,43,0.00412,0.00411,0.5,88309,363,88127,2896521,32.80
Div8,f,1941-1949,44,0.00440,0.00439,0.5,87946,386,87753,2808393,31.93
Div8,f,1941-1949,45,0.00473,0.00472,0.5,87560,413,87354,2720640,31.07
Div8,f,1941-1949,46,0.00504,0.00503,0.5,87147,438,86928,2633286,30.22
Div8,f,1941-1949,47,0.00535,0.00533,0.5,86709,462,86478,2546358,29.37
Div8,f,1941-1949,48,0.00567,0.00565,0.5,86247,488,86003,2459880,28.52
Div8,f,1941-1949,49,0.00604,0.00602,0.5,85759,516,85501,2373877,27.68
Div8,f,1941-1949,50,0.00646,0.00644,0.5,85243,549,84968,2288376,26.85
Div8,f,1941-1949,51,0.00683,0.00681,0.5,84694,576,84406,2203408,26.02
