PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Reg4,b,1960-1969,0,0.02265,0.02220,0.11,100000,2220,98027,7107266,71.07
Reg4,b,1960-1969,1-4,0.00098,0.00389,1.61,97780,381,390210,7009239,71.68
Reg4,b,1960-1969,5-9,0.00043,0.00215,2.29,97399,209,486427,6619028,67.96
Reg4,b,1960-1969,10-14,0.00040,0.00200,2.72,97190,194,485505,6132601,63.10
Reg4,b,1960-1969,15-19,0.00101,0.00506,2.83,96996,490,483913,5647096,58.22
Reg4,b,1960-1969,20-24,0.00136,0.00679,2.48,96505,656,480877,5163183,53.50
Reg4,b,1960-1969,25-29,0.00136,0.00676,2.52,95850,648,477644,4682305,48.85
Reg4,b,1960-1969,30-34,0.00161,0.00803,2.61,95202,765,474179,4204662,44.17
Reg4,b,1960-1969,35-39,0.00225,0.01120,2.66,94437,1058,469714,3730482,39.50
Reg4,b,1960-1969,40-44,0.00347,0.01721,2.69,93379,1607,463178,3260768,34.92
Reg4,b,1960-1969,45-49,0.00546,0.02695,2.67,91772,2473,453107,2797590,30.48
Reg4,b,1960-1969,50-54,0.00858,0.04208,2.66,89299,3757,437701,2344483,26.25
Reg4,b,1960-1969,55-59,0.01292,0.06270,2.63,85542,5364,415023,1906782,22.29
Reg4,b,1960-1969,60-64,0.01912,0.09145,2.62,80178,7333,383443,1491759,18.61
Reg4,b,1960-1969,65-69,0.02830,0.13248,2.59,72846,9651,340964,1108316,15.21
Reg4,b,1960-1969,70-74,0.04254,0.19288,2.59,63195,12189,286561,767352,12.14
Reg4,b,1960-1969,75-79,0.06484,0.27953,2.54,51006,14258,219885,480792,9.43
Reg4,b,1960-1969,80-84,0.10055,0.40155,2.49,36748,14756,146757,260906,7.10
Reg4,b,1960-1969,85-89,0.15900,0.55960,2.35,21992,12307,77398,114149,5.19
Reg4,b,1960-1969,90-94,0.23770,0.71015,2.17,9685,6878,28935,36751,3.79
Reg4,b,1960-1969,95-99,0.34303,0.83768,1.95,2807,2352,6855,7816,2.78
Reg4,b,1960-1969,100-104,0.46580,0.91791,1.7,456,418,898,961,2.11
Reg4,b,1960-1969,105-109,0.59428,0.95994,1.47,37,36,60,63,1.67
Reg4,b,1960-1969,110+,0.69575,1.00000,1.44,1,1,2,2,1.44
Reg4,b,1970-1979,0,0.01488,0.01468,0.09,100000,1468,98664,7321588,73.22
Reg4,b,1970-1979,1-4,0.00077,0.00309,1.65,98532,305,393413,7222924,73.31
Reg4,b,1970-1979,5-9,0.00036,0.00181,2.3,98228,178,490658,6829511,69.53
Reg4,b,1970-1979,10-14,0.00036,0.00178,2.75,98050,175,489855,6338854,64.65
Reg4,b,1970-1979,15-19,0.00111,0.00554,2.87,97875,543,488219,5848999,59.76
Reg4,b,1970-1979,20-24,0.00148,0.00738,2.48,97332,719,484852,5360780,55.08
Reg4,b,1970-1979,25-29,0.00140,0.00697,2.5,96613,673,481384,4875928,50.47
Reg4,b,1970-1979,30-34,0.00149,0.00740,2.56,95940,710,477968,4394544,45.81
Reg4,b,1970-1979,35-39,0.00200,0.00995,2.63,95230,948,473904,3916576,41.13
Reg4,b,1970-1979,40-44,0.00301,0.01493,2.66,94282,1408,468121,3442672,36.51
Reg4,b,1970-1979,45-49,0.00474,0.02343,2.66,92874,2176,459288,2974551,32.03
Reg4,b,1970-1979,50-54,0.00724,0.03561,2.65,90699,3230,445906,2515263,27.73
Reg4,b,1970-1979,55-59,0.01108,0.05401,2.65,87469,4724,426229,2069357,23.66
Reg4,b,1970-1979,60-64,0.01685,0.08100,2.63,82745,6703,397842,1643127,19.86
Reg4,b,1970-1979,65-69,0.02446,0.11552,2.6,76042,8785,359170,1245285,16.38
Reg4,b,1970-1979,70-74,0.03665,0.16835,2.59,67258,11323,308977,886115,13.17
Reg4,b,1970-1979,75-79,0.05621,0.24712,2.56,55935,13823,245924,577138,10.32
Reg4,b,1970-1979,80-84,0.08584,0.35378,2.52,42112,14899,173569,331213,7.86
Reg4,b,1970-1979,85-89,0.13566,0.50178,2.41,27214,13655,100657,157644,5.79
Reg4,b,1970-1979,90-94,0.20940,0.66335,2.24,13558,8994,42951,56987,4.20
Reg4,b,1970-1979,95-99,0.30594,0.80102,2.03,4564,3656,11951,14036,3.08
Reg4,b,1970-1979,100-104,0.42484,0.89701,1.78,908,815,1918,2085,2.30
Reg4,b,1970-1979,105-109,0.55470,0.95013,1.54,94,89,160,167,1.79
Reg4,b,1970-1979,110+,0.66023,1.00000,1.51,5,5,7,7,1.51
Reg4,b,1980-1989,0,0.00992,0.00983,0.08,100000,983,99092,7540616,75.41
Reg4,b,1980-1989,1-4,0.00055,0.00220,1.58,99017,218,395543,7441524,75.15
Reg4,b,1980-1989,5-9,0.00026,0.00130,2.4,98799,128,493662,7045982,71.32
Reg4,b,1980-1989,10-14,0.00028,0.00142,2.81,98671,140,493050,6552319,66.41
Reg4,b,1980-1989,15-19,0.00091,0.00456,2.87,98531,450,491697,6059269,61.50
Reg4,b,1980-1989,20-24,0.00121,0.00601,2.5,98082,589,488937,5567572,56.76
Reg4,b,1980-1989,25-29,0.00122,0.00607,2.51,97492,591,485989,5078635,52.09
Reg4,b,1980-1989,30-34,0.00138,0.00690,2.57,96901,668,482881,4592646,47.40
Reg4,b,1980-1989,35-39,0.00174,0.00869,2.59,96233,836,479150,4109765,42.71
Reg4,b,1980-1989,40-44,0.00241,0.01197,2.64,95397,1142,474285,3630615,38.06
Reg4,b,1980-1989,45-49,0.00370,0.01834,2.67,94255,1728,467238,3156330,33.49
Reg4,b,1980-1989,50-54,0.00586,0.02891,2.67,92526,2675,456393,2689092,29.06
Reg4,b,1980-1989,55-59,0.00927,0.04535,2.66,89851,4075,439714,2232699,24.85
Reg4,b,1980-1989,60-64,0.01421,0.06875,2.63,85777,5898,414908,1792986,20.90
Reg4,b,1980-1989,65-69,0.02126,0.10120,2.62,79879,8084,380192,1378078,17.25
Reg4,b,1980-1989,70-74,0.03275,0.15186,2.61,71795,10903,332865,997886,13.90
Reg4,b,1980-1989,75-79,0.04970,0.22172,2.57,60892,13501,271642,665021,10.92
Reg4,b,1980-1989,80-84,0.07858,0.32891,2.52,47391,15587,198368,393379,8.30
Reg4,b,1980-1989,85-89,0.12438,0.47149,2.44,31804,14995,120562,195011,6.13
Reg4,b,1980-1989,90-94,0.19463,0.63667,2.28,16809,10701,54982,74449,4.43
Reg4,b,1980-1989,95-99,0.29289,0.78677,2.06,6107,4805,16405,19467,3.19
Reg4,b,1980-1989,100-104,0.41367,0.89085,1.8,1302,1160,2804,3062,2.35
Reg4,b,1980-1989,105-109,0.54759,0.94840,1.55,142,135,246,257,1.81
Reg4,b,1980-1989,110+,0.65719,1.00000,1.52,7,7,11,11,1.52
Reg4,b,1990-1999,0,0.00704,0.00699,0.07,100000,699,99348,7691696,76.92
Reg4,b,1990-1999,1-4,0.00038,0.00153,1.6,99301,152,396839,7592348,76.46
Reg4,b,1990-1999,5-9,0.00018,0.00090,2.39,99149,89,495514,7195508,72.57
Reg4,b,1990-1999,10-14,0.00024,0.00118,2.89,99060,117,495056,6699994,67.64
Reg4,b,1990-1999,15-19,0.00081,0.00403,2.85,98943,399,493859,6204938,62.71
Reg4,b,1990-1999,20-24,0.00103,0.00512,2.47,98545,505,491447,5711079,57.95
Reg4,b,1990-1999,25-29,0.00104,0.00520,2.56,98040,509,488956,5219633,53.24
Reg4,b,1990-1999,30-34,0.00135,0.00671,2.63,97531,655,486102,4730677,48.50
Reg4,b,1990-1999,35-39,0.00178,0.00886,2.62,96876,858,482334,4244574,43.81
Reg4,b,1990-1999,40-44,0.00242,0.01203,2.63,96018,1155,477349,3762240,39.18
Reg4,b,1990-1999,45-49,0.00335,0.01660,2.63,94863,1575,470576,3284891,34.63
Reg4,b,1990-1999,50-54,0.00495,0.02446,2.66,93288,2282,461107,2814315,30.17
Reg4,b,1990-1999,55-59,0.00774,0.03803,2.67,91006,3461,446957,2353208,25.86
Reg4,b,1990-1999,60-64,0.01231,0.05982,2.64,87545,5237,425390,1906251,21.77
Reg4,b,1990-1999,65-69,0.01858,0.08898,2.63,82308,7324,394216,1480861,17.99
Reg4,b,1990-1999,70-74,0.02886,0.13499,2.61,74984,10122,350746,1086644,14.49
Reg4,b,1990-1999,75-79,0.04440,0.20049,2.59,64862,13004,292912,735898,11.35
Reg4,b,1990-1999,80-84,0.07363,0.31192,2.55,51858,16175,219672,442986,8.54
Reg4,b,1990-1999,85-89,0.11902,0.45680,2.46,35683,16300,136949,223314,6.26
Reg4,b,1990-1999,90-94,0.19232,0.63310,2.3,19383,12271,63807,86366,4.46
Reg4,b,1990-1999,95-99,0.29381,0.78874,2.06,7111,5609,19091,22559,3.17
Reg4,b,1990-1999,100-104,0.42164,0.89630,1.79,1502,1347,3194,3468,2.31
Reg4,b,1990-1999,105-109,0.56270,0.95298,1.53,156,148,264,275,1.76
Reg4,b,1990-1999,110+,0.67697,1.00000,1.48,7,7,11,11,1.48
Reg4,b,2000-2009,0,0.00579,0.00576,0.06,100000,576,99461,7866122,78.66
Reg4,b,2000-2009,1-4,0.00028,0.00113,1.6,99424,112,397428,7766661,78.12
Reg4,b,2000-2009,5-9,0.00014,0.00068,2.4,99312,67,496385,7369233,74.20
Reg4,b,2000-2009,10-14,0.00017,0.00085,2.83,99245,84,496042,6872847,69.25
Reg4,b,2000-2009,15-19,0.00060,0.00301,2.96,99161,298,495196,6376806,64.31
Reg4,b,2000-2009,20-24,0.00087,0.00436,2.47,98863,431,493225,5881610,59.49
Reg4,b,2000-2009,25-29,0.00085,0.00425,2.51,98432,419,491117,5388385,54.74
Reg4,b,2000-2009,30-34,0.00099,0.00492,2.61,98013,482,488912,4897267,49.97
Reg4,b,2000-2009,35-39,0.00137,0.00681,2.66,97531,664,486100,4408355,45.20
Reg4,b,2000-2009,40-44,0.00207,0.01030,2.67,96867,998,482004,3922255,40.49
Reg4,b,2000-2009,45-49,0.00316,0.01567,2.66,95869,1503,475823,3440251,35.88
Reg4,b,2000-2009,50-54,0.00461,0.02280,2.64,94366,2151,466747,2964428,31.41
Reg4,b,2000-2009,55-59,0.00662,0.03260,2.64,92215,3006,453982,2497681,27.09
Reg4,b,2000-2009,60-64,0.01004,0.04905,2.65,89209,4376,435750,2043699,22.91
Reg4,b,2000-2009,65-69,0.01526,0.07363,2.64,84833,6246,409419,1607949,18.95
Reg4,b,2000-2009,70-74,0.02397,0.11345,2.64,78587,8915,371887,1198530,15.25
Reg4,b,2000-2009,75-79,0.03843,0.17601,2.61,69671,12263,319080,826643,11.86
Reg4,b,2000-2009,80-84,0.06669,0.28711,2.58,57408,16482,247136,507563,8.84
Reg4,b,2000-2009,85-89,0.11381,0.44259,2.49,40926,18114,159154,260426,6.36
Reg4,b,2000-2009,90-94,0.19176,0.63271,2.31,22812,14434,75270,101273,4.44
Reg4,b,2000-2009,95-99,0.30059,0.79775,2.06,8379,6684,22237,26003,3.10
Reg4,b,2000-2009,100-104,0.43909,0.90685,1.76,1695,1537,3500,3766,2.22
Reg4,b,2000-2009,105-109,0.58936,0.95995,1.49,158,152,257,266,1.69
Reg4,b,2000-2009,110+,0.70829,1.00000,1.41,6,6,9,9,1.41
