PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Reg1,m,1941,0,0.04484,0.04322,0.17,100000,4322,96393,6265071,62.65
Reg1,m,1941,1-4,0.00229,0.00909,1.62,95678,870,380640,6168679,64.47
Reg1,m,1941,5-9,0.00102,0.00506,2.29,94808,480,472740,5788039,61.05
Reg1,m,1941,10-14,0.00097,0.00483,2.64,94328,455,470564,5315299,56.35
Reg1,m,1941,15-19,0.00149,0.00742,2.64,93872,697,467714,4844735,51.61
Reg1,m,1941,20-24,0.00194,0.00967,2.57,93176,901,463687,4377020,46.98
Reg1,m,1941,25-29,0.00221,0.01097,2.58,92275,1013,458925,3913333,42.41
Reg1,m,1941,30-34,0.00297,0.01472,2.63,91262,1344,453125,3454408,37.85
Reg1,m,1941,35-39,0.00423,0.02093,2.67,89919,1882,445216,3001283,33.38
Reg1,m,1941,40-44,0.00644,0.03173,2.68,88036,2794,433709,2556067,29.03
Reg1,m,1941,45-49,0.01008,0.04924,2.66,85243,4197,416402,2122359,24.90
Reg1,m,1941,50-54,0.01558,0.07515,2.64,81045,6091,390880,1705957,21.05
Reg1,m,1941,55-59,0.02340,0.11080,2.61,74955,8305,354910,1315077,17.54
Reg1,m,1941,60-64,0.03384,0.15651,2.6,66650,10431,308228,960167,14.41
Reg1,m,1941,65-69,0.04915,0.21996,2.61,56218,12365,251561,651939,11.60
Reg1,m,1941,70-74,0.07275,0.30803,2.51,43853,13508,185672,400378,9.13
Reg1,m,1941,75-79,0.10628,0.41987,2.5,30345,12741,119881,214706,7.08
Reg1,m,1941,80-84,0.15411,0.54741,2.35,17604,9636,62529,94825,5.39
Reg1,m,1941,85-89,0.22347,0.68637,2.19,7967,5469,24472,32296,4.05
Reg1,m,1941,90-94,0.30052,0.78783,1.98,2499,1969,6551,7824,3.13
Reg1,m,1941,95-99,0.40574,0.88332,1.8,530,468,1154,1273,2.40
Reg1,m,1941,100-104,0.51415,0.93589,1.6,62,58,113,119,1.92
Reg1,m,1941,105-109,0.62179,0.96477,1.43,4,4,6,6,1.60
Reg1,m,1941,110+,0.70549,1.00000,1.42,0,0,0,0,1.42
Reg1,m,1942,0,0.04223,0.04078,0.16,100000,4078,96567,6296360,62.96
Reg1,m,1942,1-4,0.00214,0.00852,1.62,95922,818,381738,6199793,64.63
Reg1,m,1942,5-9,0.00102,0.00507,2.41,95104,482,474269,5818055,61.18
Reg1,m,1942,10-14,0.00092,0.00461,2.61,94622,436,472068,5343786,56.48
Reg1,m,1942,15-19,0.00147,0.00731,2.66,94186,688,469315,4871719,51.72
Reg1,m,1942,20-24,0.00188,0.00937,2.57,93497,876,465356,4402404,47.09
Reg1,m,1942,25-29,0.00217,0.01077,2.57,92621,998,460682,3937048,42.51
Reg1,m,1942,30-34,0.00289,0.01433,2.64,91623,1313,455019,3476366,37.94
Reg1,m,1942,35-39,0.00428,0.02120,2.66,90310,1914,447067,3021347,33.46
Reg1,m,1942,40-44,0.00628,0.03093,2.68,88396,2735,435638,2574280,29.12
Reg1,m,1942,45-49,0.01021,0.04989,2.67,85661,4273,418359,2138642,24.97
Reg1,m,1942,50-54,0.01553,0.07489,2.64,81388,6095,392539,1720283,21.14
Reg1,m,1942,55-59,0.02327,0.11026,2.62,75293,8302,356709,1327743,17.63
Reg1,m,1942,60-64,0.03415,0.15792,2.62,66991,10579,309812,971034,14.49
Reg1,m,1942,65-69,0.04928,0.22024,2.59,56412,12424,252105,661222,11.72
Reg1,m,1942,70-74,0.07178,0.30429,2.5,43988,13385,186480,409117,9.30
Reg1,m,1942,75-79,0.10135,0.40453,2.51,30603,12380,122145,222637,7.28
Reg1,m,1942,80-84,0.15046,0.53815,2.36,18223,9807,65181,100493,5.51
Reg1,m,1942,85-89,0.21255,0.66704,2.21,8416,5614,26412,35311,4.20
Reg1,m,1942,90-94,0.29696,0.78607,2.01,2802,2203,7418,8899,3.18
Reg1,m,1942,95-99,0.39345,0.87501,1.83,600,525,1333,1481,2.47
Reg1,m,1942,100-104,0.49979,0.93046,1.63,75,70,139,148,1.98
Reg1,m,1942,105-109,0.60663,0.96159,1.45,5,5,8,9,1.64
Reg1,m,1942,110+,0.69043,1.00000,1.45,0,0,0,0,1.45
Reg1,m,1943,0,0.04114,0.03976,0.16,100000,3976,96642,6262729,62.63
Reg1,m,1943,1-4,0.00230,0.00916,1.64,96024,879,382026,6166087,64.21
Reg1,m,1943,5-9,0.00109,0.00545,2.35,95145,518,474350,5784061,60.79
Reg1,m,1943,10-14,0.00103,0.00514,2.62,94627,486,471975,5309711,56.11
Reg1,m,1943,15-19,0.00151,0.00753,2.63,94140,709,469018,4837736,51.39
Reg1,m,1943,20-24,0.00181,0.00901,2.53,93431,842,465076,4368718,46.76
Reg1,m,1943,25-29,0.00199,0.00991,2.56,92589,917,460713,3903641,42.16
Reg1,m,1943,30-34,0.00272,0.01354,2.63,91672,1241,455421,3442928,37.56
Reg1,m,1943,35-39,0.00414,0.02050,2.67,90431,1853,447846,2987507,33.04
Reg1,m,1943,40-44,0.00658,0.03239,2.63,88578,2869,436090,2539661,28.67
Reg1,m,1943,45-49,0.01020,0.04983,2.65,85709,4271,418526,2103571,24.54
Reg1,m,1943,50-54,0.01623,0.07815,2.62,81438,6365,392051,1685045,20.69
Reg1,m,1943,55-59,0.02387,0.11287,2.59,75074,8473,354947,1292994,17.22
Reg1,m,1943,60-64,0.03524,0.16236,2.58,66601,10813,306830,938047,14.08
Reg1,m,1943,65-69,0.05062,0.22481,2.51,55788,12542,247754,631217,11.31
Reg1,m,1943,70-74,0.07686,0.32155,2.46,43246,13905,180920,383463,8.87
Reg1,m,1943,75-79,0.10562,0.41392,2.39,29340,12144,114979,202543,6.90
Reg1,m,1943,80-84,0.16325,0.56916,2.34,17196,9787,59953,87564,5.09
Reg1,m,1943,85-89,0.24308,0.72050,2.17,7409,5338,21959,27612,3.73
Reg1,m,1943,90-94,0.35123,0.83932,1.89,2071,1738,4948,5652,2.73
Reg1,m,1943,95-99,0.46400,0.91663,1.7,333,305,657,704,2.12
Reg1,m,1943,100-104,0.58724,0.95803,1.48,28,27,45,47,1.69
Reg1,m,1943,105-109,0.70138,0.97781,1.31,1,1,2,2,1.42
Reg1,m,1943,110+,0.78472,1.00000,1.27,0,0,0,0,1.27
Reg1,m,1944,0,0.03863,0.03740,0.15,100000,3740,96816,6372467,63.72
Reg1,m,1944,1-4,0.00195,0.00776,1.64,96260,747,383278,6275650,65.19
Reg1,m,1944,5-9,0.00113,0.00562,2.42,95513,537,476181,5892372,61.69
Reg1,m,1944,10-14,0.00101,0.00505,2.55,94977,480,473708,5416192,57.03
Reg1,m,1944,15-19,0.00136,0.00680,2.61,94497,643,470947,4942483,52.30
Reg1,m,1944,20-24,0.00161,0.00800,2.53,93854,751,467414,4471536,47.64
Reg1,m,1944,25-29,0.00180,0.00894,2.56,93103,832,463489,4004122,43.01
Reg1,m,1944,30-34,0.00239,0.01189,2.63,92271,1097,458758,3540633,38.37
Reg1,m,1944,35-39,0.00373,0.01849,2.68,91174,1686,451960,3081876,33.80
Reg1,m,1944,40-44,0.00595,0.02935,2.64,89488,2627,441230,2629916,29.39
Reg1,m,1944,45-49,0.00970,0.04744,2.65,86861,4120,424618,2188686,25.20
Reg1,m,1944,50-54,0.01493,0.07211,2.62,82741,5966,399501,1764068,21.32
Reg1,m,1944,55-59,0.02265,0.10742,2.6,76775,8247,364043,1364567,17.77
Reg1,m,1944,60-64,0.03336,0.15427,2.57,68528,10572,316950,1000524,14.60
Reg1,m,1944,65-69,0.04821,0.21499,2.49,57956,12460,258460,683574,11.79
Reg1,m,1944,70-74,0.07103,0.30139,2.49,45496,13712,193038,425114,9.34
Reg1,m,1944,75-79,0.10026,0.39685,2.37,31784,12613,125802,232076,7.30
Reg1,m,1944,80-84,0.14740,0.53014,2.35,19171,10163,68948,106273,5.54
Reg1,m,1944,85-89,0.21509,0.67390,2.23,9008,6070,28222,37325,4.14
Reg1,m,1944,90-94,0.30499,0.79212,1.97,2937,2327,7629,9103,3.10
Reg1,m,1944,95-99,0.40318,0.88202,1.81,611,539,1336,1474,2.41
Reg1,m,1944,100-104,0.51486,0.93639,1.6,72,67,131,138,1.92
Reg1,m,1944,105-109,0.62568,0.96567,1.42,5,4,7,7,1.59
Reg1,m,1944,110+,0.71154,1.00000,1.41,0,0,0,0,1.41
Reg1,m,1945,0,0.03869,0.03745,0.15,100000,3745,96812,6396962,63.97
Reg1,m,1945,1-4,0.00177,0.00706,1.72,96255,680,383465,6300150,65.45
Reg1,m,1945,5-9,0.00106,0.00527,2.28,95575,504,476503,5916685,61.91
Reg1,m,1945,10-14,0.00093,0.00463,2.62,95071,440,474307,5440181,57.22
Reg1,m,1945,15-19,0.00131,0.00652,2.57,94631,617,471661,4965875,52.48
Reg1,m,1945,20-24,0.00143,0.00713,2.53,94015,670,468416,4494214,47.80
Reg1,m,1945,25-29,0.00172,0.00857,2.6,93344,800,464802,4025798,43.13
Reg1,m,1945,30-34,0.00232,0.01155,2.66,92544,1069,460215,3560996,38.48
Reg1,m,1945,35-39,0.00371,0.01838,2.71,91475,1682,453529,3100781,33.90
Reg1,m,1945,40-44,0.00606,0.02987,2.67,89793,2682,442724,2647253,29.48
Reg1,m,1945,45-49,0.00954,0.04665,2.69,87111,4064,426170,2204528,25.31
Reg1,m,1945,50-54,0.01506,0.07271,2.65,83047,6038,401050,1778358,21.41
Reg1,m,1945,55-59,0.02265,0.10746,2.62,77008,8276,365336,1377308,17.89
Reg1,m,1945,60-64,0.03280,0.15205,2.61,68733,10451,318655,1011972,14.72
Reg1,m,1945,65-69,0.04831,0.21587,2.54,58282,12581,260424,693318,11.90
Reg1,m,1945,70-74,0.06946,0.29676,2.55,45701,13562,195240,432894,9.47
Reg1,m,1945,75-79,0.09884,0.39440,2.44,32138,12675,128245,237654,7.39
Reg1,m,1945,80-84,0.14376,0.52167,2.37,19463,10153,70627,109409,5.62
Reg1,m,1945,85-89,0.21677,0.67733,2.23,9310,6306,29090,38782,4.17
Reg1,m,1945,90-94,0.28859,0.76763,1.95,3004,2306,7990,9692,3.23
Reg1,m,1945,95-99,0.39903,0.87935,1.82,698,614,1538,1701,2.44
Reg1,m,1945,100-104,0.51101,0.93505,1.61,84,79,154,163,1.93
Reg1,m,1945,105-109,0.62248,0.96508,1.43,5,5,8,9,1.60
Reg1,m,1945,110+,0.70900,1.00000,1.41,0,0,0,0,1.41
Reg1,m,1946,0,0.03903,0.03778,0.15,100000,3778,96788,6441687,64.42
Reg1,m,1946,1-4,0.00172,0.00686,1.64,96222,660,383329,6344899,65.94
Reg1,m,1946,5-9,0.00093,0.00461,2.35,95562,441,476641,5961570,62.38
Reg1,m,1946,10-14,0.00079,0.00396,2.61,95121,377,474702,5484929,57.66
Reg1,m,1946,15-19,0.00126,0.00629,2.67,94744,596,472330,5010226,52.88
Reg1,m,1946,20-24,0.00170,0.00846,2.54,94148,797,468780,4537896,48.20
Reg1,m,1946,25-29,0.00177,0.00883,2.56,93352,824,464749,4069117,43.59
Reg1,m,1946,30-34,0.00231,0.01150,2.65,92528,1064,460137,3604368,38.95
Reg1,m,1946,35-39,0.00349,0.01733,2.68,91464,1585,453649,3144231,34.38
Reg1,m,1946,40-44,0.00575,0.02837,2.69,89879,2550,443507,2690582,29.94
Reg1,m,1946,45-49,0.00895,0.04386,2.7,87329,3830,427853,2247075,25.73
Reg1,m,1946,50-54,0.01461,0.07064,2.65,83499,5899,403641,1819222,21.79
Reg1,m,1946,55-59,0.02147,0.10212,2.61,77600,7924,369098,1415581,18.24
Reg1,m,1946,60-64,0.03121,0.14521,2.61,69676,10118,324231,1046483,15.02
Reg1,m,1946,65-69,0.04634,0.20822,2.57,59558,12401,267605,722253,12.13
Reg1,m,1946,70-74,0.06721,0.28886,2.57,47157,13622,202663,454648,9.64
Reg1,m,1946,75-79,0.09770,0.39129,2.46,33535,13122,134304,251985,7.51
Reg1,m,1946,80-84,0.13906,0.50953,2.38,20413,10401,74794,117681,5.76
Reg1,m,1946,85-89,0.20528,0.65617,2.25,10012,6570,32003,42887,4.28
Reg1,m,1946,90-94,0.29893,0.78910,2.01,3442,2716,9087,10884,3.16
Reg1,m,1946,95-99,0.39233,0.87495,1.83,726,635,1619,1797,2.47
Reg1,m,1946,100-104,0.50523,0.93303,1.62,91,85,168,177,1.95
